CustomerId,FirstName,LastName,Country,City,DOB
1,Dina,Stuart,Mexico,Puerto Vallarta,09/10/1966
2,Jayson,Rios,Mexico,Puerto Vallarta,02/05/1960
3,Mitchell,Carroll,Mexico,Monterrey,10/20/1955
4,Angelina,Santiago,Mexico,Mexico City,08/22/1976
5,Rodger,McDowell,Mexico,Puerto Vallarta,07/08/1954
6,Darius,Booker,Mexico,Monterrey,09/14/1989
7,Emerson,Peck,Mexico,Monterrey,05/26/1988
8,Seth,Sargent,Mexico,La Paz,05/02/1991
9,Renato,Lang,Mexico,La Paz,09/16/1986
10,Rose,Parsons,Mexico,Monterrey,09/06/1964
11,Coleman,Rios,Mexico,Mexico City,01/17/1950
12,Gerry,Holcomb,Mexico,La Paz,04/02/1950
13,Lila,Cochran,Mexico,Mexico City,11/07/1944
14,Ismael,Beasley,Mexico,Mexico City,03/16/1944
15,Ana,Mathews,Mexico,Puebla,10/19/2000
16,Carey,Ryan,Mexico,Monterrey,11/14/1950
17,Erma,Bright,Mexico,Mexico City,07/24/1953
18,Claude,Giles,Mexico,La Paz,05/01/1955
19,Katharine,Lara,Mexico,Puebla,05/05/1954
20,James,Bridges,Mexico,Puebla,03/20/1994
21,Mitzi,Velasquez,Mexico,Mexico City,03/09/1945
22,Austin,Ashley,Mexico,Mexico City,11/22/1947
23,Bill,Wells,Mexico,Mexico City,06/22/1993
24,Melinda,Henderson,Mexico,Mexico City,07/23/1969
25,Justine,Hodges,Mexico,Mexico City,04/21/1984
26,Kirby,Walton,Mexico,Mexico City,10/04/1949
27,Gavin,Garner,Mexico,La Paz,10/20/1993
28,Josef,Mitchell,Mexico,Mexico City,07/23/1996
29,Tristan,Merritt,Mexico,La Paz,05/18/2000
30,Mildred,Wade,Mexico,Mexico City,05/07/1943
31,Ernest,Mayer,Mexico,Puebla,06/25/1999
32,Leslie,Odom,Mexico,Puebla,05/25/1974
33,Helga,McDonald,Mexico,La Paz,06/17/1970
34,Horacio,Alvarez,Mexico,Monterrey,03/27/1961
35,Edmund,Joseph,Mexico,La Paz,06/09/1973
36,Rita,Hancock,Mexico,Mexico City,03/10/1951
37,Marion,Soto,Mexico,Puerto Vallarta,03/17/1967
38,Kathy,Garcia,Mexico,Puerto Vallarta,02/11/1961
39,Lenny,Sharpe,Mexico,Puebla,08/24/1991
40,Gwendolyn,Nash,Mexico,Puebla,02/03/1970
41,Brant,Montoya,Mexico,Puerto Vallarta,11/06/1959
42,Joanne,Ratliff,Mexico,Puerto Vallarta,02/19/1971
43,Bradly,Walton,Mexico,Puerto Vallarta,10/06/1953
44,Elisabeth,Collins,Mexico,La Paz,02/03/1988
45,Gayle,Michael,Mexico,Mexico City,04/23/2002
46,Lottie,Dillard,Mexico,Puerto Vallarta,10/10/1951
47,Bobby,Colon,Mexico,Mexico City,04/02/1970
48,Amanda,Rivera,Mexico,Mexico City,01/11/1958
49,Casandra,Dixon,Mexico,Mexico City,02/05/1998
50,Lottie,Dickerson,Mexico,Mexico City,01/19/1953
51,Ofelia,Ellis,Mexico,Monterrey,11/17/1963
52,Russ,Michael,Mexico,La Paz,09/03/1962
53,Rachelle,Barton,Mexico,Mexico City,05/11/1978
54,Tracy,Roberts,Mexico,La Paz,06/26/1991
55,Kimberly,Farrell,Mexico,Mexico City,11/06/1972
56,Christa,Harding,Mexico,Puebla,02/11/1982
57,Joy,Jefferson,Mexico,Monterrey,01/01/1976
58,Jewell,Shannon,Mexico,Monterrey,11/24/1988
59,Tommie,Goodwin,Mexico,Puerto Vallarta,09/09/1997
60,Rubin,Blackwell,Mexico,Mexico City,09/13/1976
61,Lora,Ewing,Mexico,La Paz,08/25/1985
62,Grace,McPherson,Mexico,La Paz,11/23/1944
63,Chas,Hodges,Mexico,Puerto Vallarta,02/07/1954
64,Janis,Dennis,Mexico,Monterrey,10/21/1962
65,Callie,Hudson,Mexico,La Paz,10/16/1987
66,Jean,Cooley,Mexico,Mexico City,05/03/1974
67,Patrice,Sims,Mexico,Puerto Vallarta,08/01/1964
68,Georgette,Hudson,Mexico,Mexico City,11/05/1963
69,Victor,Payne,Mexico,Monterrey,06/05/1999
70,Tessa,Cortez,Mexico,Puebla,03/10/1944
71,Kristina,Osborne,Mexico,Mexico City,04/01/2002
72,Jackie,Hughes,Mexico,Puebla,09/19/1953
73,Hugo,Jefferson,Mexico,Puebla,11/13/1964
