CustomerId,FirstName,LastName,Country,City,DOB
1,Dina,Stuart,Ireland,Waterford,09/10/1966
2,Jayson,Rios,Ireland,Tralee,02/05/1960
3,Mitchell,Carroll,France,Nantes,10/20/1955
4,Angelina,Santiago,Ireland,Limerick,08/22/1976
5,Rodger,McDowell,England,London,07/08/1954
6,Darius,Booker,France,Nantes,09/14/1989
7,Emerson,Peck,England,Newcastle,05/26/1988
8,Seth,Sargent,England,Bristol,05/02/1991
9,Renato,Lang,France,Lyon,09/16/1986
10,Rose,Parsons,Ireland,Cork,09/06/1964
11,Coleman,Rios,England,London,01/17/1950
12,Gerry,Holcomb,Ireland,Limerick,04/02/1950
13,Lila,Cochran,Ireland,Limerick,11/07/1944
14,Ismael,Beasley,England,Liverpool,03/16/1944
15,Ana,Mathews,France,Paris,10/19/2000
16,Carey,Ryan,England,Birmingham,11/14/1950
17,Erma,Bright,England,Birmingham,07/24/1953
18,Claude,Giles,England,Manchester,05/01/1955
19,Katharine,Lara,England,Leeds,05/05/1954
20,James,Bridges,Ireland,Limerick,03/20/1994
21,Mitzi,Velasquez,Ireland,Limerick,03/09/1945
22,Austin,Ashley,Ireland,Waterford,11/22/1947
23,Bill,Wells,Ireland,Dublin,06/22/1993
24,Melinda,Henderson,Ireland,Tralee,07/23/1969
25,Justine,Hodges,France,Paris,04/21/1984
26,Kirby,Walton,England,Liverpool,10/04/1949
27,Gavin,Garner,Ireland,Limerick,10/20/1993
28,Josef,Mitchell,England,Birmingham,07/23/1996
29,Tristan,Merritt,England,Leeds,05/18/2000
30,Mildred,Wade,France,Paris,05/07/1943
31,Ernest,Mayer,England,Manchester,06/25/1999
32,Leslie,Odom,Ireland,Limerick,05/25/1974
33,Helga,McDonald,Ireland,Limerick,06/17/1970
34,Horacio,Alvarez,England,Newcastle,03/27/1961
35,Edmund,Joseph,England,Bristol,06/09/1973
36,Rita,Hancock,England,Manchester,03/10/1951
37,Marion,Soto,England,London,03/17/1967
38,Kathy,Garcia,England,Leeds,02/11/1961
39,Lenny,Sharpe,England,Leeds,08/24/1991
40,Gwendolyn,Nash,Ireland,Limerick,02/03/1970
41,Brant,Montoya,England,Leeds,11/06/1959
42,Joanne,Ratliff,Ireland,Tralee,02/19/1971
43,Bradly,Walton,England,Newcastle,10/06/1953
44,Elisabeth,Collins,England,Leeds,02/03/1988
45,Gayle,Michael,England,Manchester,04/23/2002
46,Lottie,Dillard,England,Leeds,10/10/1951
47,Bobby,Colon,Ireland,Limerick,04/02/1970
48,Amanda,Rivera,Ireland,Limerick,01/11/1958
49,Casandra,Dixon,England,Manchester,02/05/1998
50,Lottie,Dickerson,England,London,01/19/1953
51,Ofelia,Ellis,England,Newcastle,11/17/1963
52,Russ,Michael,England,Leeds,09/03/1962
53,Rachelle,Barton,France,Paris,05/11/1978
54,Tracy,Roberts,England,Liverpool,06/26/1991
55,Kimberly,Farrell,Ireland,Tralee,11/06/1972
56,Christa,Harding,Ireland,Limerick,02/11/1982
57,Joy,Jefferson,France,Nantes,01/01/1976
58,Jewell,Shannon,Ireland,Dublin,11/24/1988
59,Tommie,Goodwin,Ireland,Limerick,09/09/1997
60,Rubin,Blackwell,England,Liverpool,09/13/1976
61,Lora,Ewing,France,Lyon,08/25/1985
62,Grace,McPherson,Ireland,Limerick,11/23/1944
63,Chas,Hodges,Ireland,Limerick,02/07/1954
64,Janis,Dennis,France,Paris,10/21/1962
65,Callie,Hudson,France,Lyon,10/16/1987
66,Jean,Cooley,England,London,05/03/1974
67,Patrice,Sims,England,Leeds,08/01/1964
68,Georgette,Hudson,Ireland,Cork,11/05/1963
69,Victor,Payne,Ireland,Dublin,06/05/1999
70,Tessa,Cortez,Ireland,Waterford,03/10/1944
71,Kristina,Osborne,Ireland,Limerick,04/01/2002
72,Jackie,Hughes,France,Paris,09/19/1953
73,Hugo,Jefferson,England,Leeds,11/13/1964
74,Hunter,Madden,Ireland,Limerick,07/16/1943
75,Helene,Murphy,Ireland,Tralee,08/11/1973
76,Filiberto,Tyler,Ireland,Limerick,08/25/1976
77,Jesse,Boyer,Ireland,Waterford,06/25/1964
78,Ismael,Simpson,Ireland,Tralee,04/05/1963
79,Darron,Reid,England,Leeds,08/19/1969
80,Kasey,Ramirez,England,Newcastle,05/24/1951
81,Stephen,Robertson,England,Manchester,05/17/2001
82,Rosanne,Maynard,Ireland,Limerick,02/04/1968
83,Wilda,Richard,Ireland,Limerick,09/17/1988
84,Danilo,Buck,Ireland,Limerick,04/18/1950
85,Erma,Wilkerson,England,Leeds,08/27/1988
86,Jaime,Ross,France,Nantes,02/06/1974
87,Lenny,Kirk,France,Paris,09/13/1997
88,Pamela,Mathis,England,Leeds,10/27/1956
89,Hattie,Vasquez,Ireland,Tralee,01/07/1977
90,Stacy,Berger,France,Nantes,11/26/1996
91,Mable,Gentry,England,Birmingham,09/27/1964
92,Heidi,Clayton,Ireland,Waterford,08/24/2001
93,Laverne,Velasquez,France,Nantes,05/15/1943
94,Philip,Shaw,England,Leeds,07/25/1968
95,Bob,Roach,England,Manchester,03/14/1967
